trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
7570,11:00:00,11:00:00,57_2,2,"",,,,0
7571,11:30:00,11:30:00,57_2,1,"",,,,0
7571,12:30:00,12:30:00,57_2,2,"",,,,0
7572,13:00:00,13:00:00,57_2,1,"",,,,0
7572,14:00:00,14:00:00,57_2,2,"",,,,0
7573,14:30:00,14:30:00,57_2,1,"",,,,0
7573,15:30:00,15:30:00,57_2,2,"",,,,0
7574,16:00:00,16:00:00,57_2,1,"",,,,0
7574,17:00:00,17:00:00,57_2,2,"",,,,0
7575,17:15:00,17:15:00,57_2,1,"",,,,0
7575,18:15:00,18:15:00,57_2,2,"",,,,0
7576,10:45:00,10:45:00,57_2,1,"",,,,0
7576,11:45:00,11:45:00,57_2,2,"",,,,0
7578,12:15:00,12:15:00,57_2,1,"",,,,0
7578,13:15:00,13:15:00,57_2,2,"",,,,0
7579,13:45:00,13:45:00,57_2,1,"",,,,0
7579,14:45:00,14:45:00,57_2,2,"",,,,0
7580,15:15:00,15:15:00,57_2,1,"",,,,0
7580,16:15:00,16:15:00,57_2,2,"",,,,0
7581,16:45:00,16:45:00,57_2,1,"",,,,0
7581,17:45:00,17:45:00,57_2,2,"",,,,0
7582,18:00:00,18:00:00,57_2,1,"",,,,0
7582,19:00:00,19:00:00,57_2,2,"",,,,0
7583,18:45:00,18:45:00,57_2,1,"",,,,0
7583,19:45:00,19:45:00,57_2,2,"",,,,0
7588,10:30:00,10:30:00,57_2,1,"",,,,0
7588,11:30:00,11:30:00,57_2,2,"",,,,0
7589,12:00:00,12:00:00,57_2,1,"",,,,0
7589,13:00:00,13:00:00,57_2,2,"",,,,0
7590,13:30:00,13:30:00,57_2,1,"",,,,0
7590,14:30:00,14:30:00,57_2,2,"",,,,0
7591,15:00:00,15:00:00,57_2,1,"",,,,0
7591,16:00:00,16:00:00,57_2,2,"",,,,0
7592,17:00:00,17:00:00,57_2,1,"",,,,0
7592,18:00:00,18:00:00,57_2,2,"",,,,0
7593,11:00:00,11:00:00,57_2,1,"",,,,0
7593,12:00:00,12:00:00,57_2,2,"",,,,0
7594,11:00:00,11:00:00,57_2,1,"",,,,0
7594,12:00:00,12:00:00,57_2,2,"",,,,0
7595,11:00:00,11:00:00,57_2,1,"",,,,0
7595,12:00:00,12:00:00,57_2,2,"",,,,0
7596,12:30:00,12:30:00,57_2,1,"",,,,0
7596,13:30:00,13:30:00,57_2,2,"",,,,0
7597,14:00:00,14:00:00,57_2,1,"",,,,0
7597,15:00:00,15:00:00,57_2,2,"",,,,0
7598,16:00:00,16:00:00,57_2,1,"",,,,0
7598,17:00:00,17:00:00,57_2,2,"",,,,0
7599,17:30:00,17:30:00,57_2,1,"",,,,0
7599,18:30:00,18:30:00,57_2,2,"",,,,0
7600,11:00:00,11:00:00,57_2,1,"",,,,0
7600,12:00:00,12:00:00,57_2,2,"",,,,0
7601,12:30:00,12:30:00,57_2,1,"",,,,0
7601,13:30:00,13:30:00,57_2,2,"",,,,0
7602,14:00:00,14:00:00,57_2,1,"",,,,0
7602,15:00:00,15:00:00,57_2,2,"",,,,0
7603,15:30:00,15:30:00,57_2,1,"",,,,0
7603,16:30:00,16:30:00,57_2,2,"",,,,0
7644,10:00:00,10:00:00,55_3,1,"",,,,0
7644,10:30:00,10:30:00,60_3,2,"",,,,0
7645,12:00:00,12:00:00,55_3,1,"",,,,0
7645,12:30:00,12:30:00,60_3,2,"",,,,0
7646,13:30:00,13:30:00,55_3,1,"",,,,0
7646,14:00:00,14:00:00,60_3,2,"",,,,0
7647,15:00:00,15:00:00,55_3,1,"",,,,0
7647,15:30:00,15:30:00,60_3,2,"",,,,0
7648,16:00:00,16:00:00,55_3,1,"",,,,0
7648,16:30:00,16:30:00,60_3,2,"",,,,0
7649,10:45:00,10:45:00,60_3,1,"",,,,0
7649,11:15:00,11:15:00,55_3,2,"",,,,0
7650,12:45:00,12:45:00,60_3,1,"",,,,0
7650,13:15:00,13:15:00,55_3,2,"",,,,0
7651,14:15:00,14:15:00,60_3,1,"",,,,0
7651,14:45:00,14:45:00,55_3,2,"",,,,0
7652,15:45:00,15:45:00,60_3,1,"",,,,0
7652,16:15:00,16:15:00,55_3,2,"",,,,0
7653,16:45:00,16:45:00,60_3,1,"",,,,0
7653,17:15:00,17:15:00,55_3,2,"",,,,0
7654,17:00:00,17:00:00,50_2,1,"",,,,0
7654,19:00:00,19:00:00,50_2,2,"",,,,0
7655,18:45:00,18:45:00,50_7,1,"",,,,0
7655,19:45:00,19:45:00,50_7,2,"",,,,0
7656,18:45:00,18:45:00,65_7,1,"",,,,0
7656,19:45:00,19:45:00,65_7,2,"",,,,0
7657,18:45:00,18:45:00,57_2,1,"",,,,0
7657,19:45:00,19:45:00,57_2,2,"",,,,0
7658,18:15:00,18:15:00,65_7,1,"",,,,0
7658,19:15:00,19:15:00,65_7,2,"",,,,0
7659,18:15:00,18:15:00,57_2,1,"",,,,0
7659,19:15:00,19:15:00,57_2,2,"",,,,0
