shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
62,46.91529,18.0382,5,
62,46.91256,18.04282,6,
62,46.91113,18.04419,7,
62,46.90987,18.04511,8,
62,46.90898,18.04578,9,
62,46.908834,18.04617,10,
65,46.786713,17.509414,1,
65,46.78574,17.51133,2,
65,46.78474,17.51277,3,
65,46.78258,17.51589,4,
65,46.77836,17.52232,5,
65,46.77515,17.52717,6,
65,46.76963,17.53404,7,
65,46.76584,17.53904,8,
65,46.76098,17.54494,9,
65,46.75573,17.5504,10,
65,46.75328,17.55291,11,
65,46.75034,17.55527,12,
68,46.786846,17.509511,1,
68,46.78431,17.57887,2,
68,46.78301,17.61384,3,
68,46.78275,17.63183,4,
68,46.78275,17.64006,5,
68,46.78251,17.64393,6,
68,46.78221,17.64631,7,
68,46.781077,17.647968,8,
68,46.781077,17.647968,9,
68,46.78224,17.64636,10,
68,46.78229,17.64524,11,
68,46.78274,17.64464,12,
68,46.78318,17.6449,13,
68,46.78681,17.65181,14,
68,46.79022,17.66893,15,
68,46.79282,17.68054,16,
68,46.79357,17.68586,17,
68,46.79367,17.68816,18,
68,46.79349,17.68955,19,
68,46.79321,17.69035,20,
68,46.79291,17.69062,21,
68,46.792705,17.690994,22,
69,46.951812,17.894916,1,
69,46.94262,17.9299,2,
69,46.932064,17.964063,3,
69,46.932064,17.964063,4,
69,46.94102,17.92866,5,
69,46.951812,17.894916,6,
70,46.780882,17.648183,1,
70,46.78231,17.64615,2,
70,46.78243,17.6449,3,
70,46.78296,17.6444,4,
70,46.78428,17.64438,5,
70,46.7916,17.64168,6,
70,46.80382,17.63713,7,
70,46.825206,17.62916,8,
70,46.825206,17.62916,9,
70,46.81876,17.62238,10,
70,46.81474,17.59199,11,
70,46.81095,17.57891,12,
70,46.80886,17.57324,13,
70,46.806604,17.571684,14,
70,46.806604,17.571684,15,
70,46.80595,17.5723,16,
70,46.80557,17.57328,17,
70,46.80566,17.57453,18,
70,46.80578,17.5759,19,
70,46.81101,17.5932,20,
70,46.818,17.62285,21,
70,46.825206,17.62916,22,
70,46.825206,17.62916,23,
70,46.80306,17.63727,24,
70,46.78719,17.64311,25,
70,46.78424,17.64427,26,
70,46.78294,17.64437,27,
70,46.78243,17.6449,28,
70,46.78231,17.64627,29,
70,46.780882,17.648183,30,
71,46.75034,17.55527,1,
71,46.75327,17.55293,2,
71,46.75568,17.55044,3,
71,46.76095,17.54499,4,
71,46.76589,17.53894,5,
71,46.77085,17.53251,6,
71,46.7752,17.52718,7,
71,46.77917,17.52118,8,
71,46.78305,17.5153,9,
71,46.78578,17.51148,10,
71,46.786713,17.509414,11,
71,46.786713,17.509414,12,
71,46.78429,17.51201,13,
71,46.79393,17.54007,14,
71,46.802491,17.569238,15,
71,46.802491,17.569238,16,
71,46.79329,17.5397,17,
71,46.7878,17.5247,18,
71,46.78471,17.51236,19,
71,46.786713,17.509414,20,
71,46.786713,17.509414,21,
71,46.78574,17.51133,22,
71,46.78474,17.51277,23,
71,46.78258,17.51589,24,
71,46.77836,17.52232,25,
71,46.77515,17.52717,26,
71,46.76963,17.53404,27,
71,46.76584,17.53904,28,
71,46.76098,17.54494,29,
71,46.75573,17.5504,30,
71,46.75328,17.55291,31,
71,46.75034,17.55527,32,
72,46.787073,17.509071,1,
72,46.78687,17.51021,2,
72,46.78651,17.51052,3,
72,46.78488,17.50984,4,
72,46.78065,17.50229,5,
72,46.77953,17.48774,6,
72,46.78132,17.46594,7,
72,46.78216,17.45501,8,
72,46.78296,17.44643,9,
72,46.783757,17.444634,10,
72,46.783757,17.444634,11,
72,46.7835,17.44498,12,
72,46.78299,17.44511,13,
72,46.78249,17.44478,14,
72,46.78201,17.44352,15,
72,46.78117,17.44115,16,
72,46.77851,17.4344,17,
72,46.7743,17.42358,18,
72,46.76558,17.40126,19,
72,46.75712,17.37914,20,
72,46.7531,17.36884,21,
72,46.75158,17.36231,22,
72,46.75079,17.35905,23,
72,46.75045,17.35738,24,
72,46.75025,17.35654,25,
72,46.75008,17.35615,26,
72,46.74999,17.35587,27,
72,46.75002,17.35569,28,
72,46.750171,17.355737,29,
72,46.750171,17.355737,30,
72,46.72842,17.37055,31,
72,46.71746,17.37798,32,
72,46.7107,17.38283,33,
72,46.71048,17.3829,34,
72,46.7103,17.38275,35,
72,46.70999,17.38228,36,
72,46.70966,17.38203,37,
72,46.70915,17.3819,38,
72,46.70859,17.38184,39,
72,46.70622,17.381575,40,
73,46.750171,17.355737,1,
73,46.72842,17.37055,2,
73,46.71746,17.37798,3,
73,46.7107,17.38283,4,
73,46.71048,17.3829,5,
73,46.7103,17.38275,6,
73,46.70999,17.38228,7,
73,46.70966,17.38203,8,
73,46.70915,17.3819,9,
73,46.70859,17.38184,10,
73,46.70622,17.381575,11,
75,46.786713,17.509414,1,
75,46.78574,17.51133,2,
75,46.78474,17.51277,3,
75,46.78258,17.51589,4,
75,46.77836,17.52232,5,
75,46.77515,17.52717,6,
75,46.76963,17.53404,7,
75,46.76584,17.53904,8,
75,46.76098,17.54494,9,
75,46.75573,17.5504,10,
75,46.75328,17.55291,11,
75,46.75034,17.55527,12,
76,46.792705,17.690994,1,
76,46.7929,17.69062,2,
76,46.79323,17.69033,3,
76,46.79353,17.68952,4,
76,46.79373,17.68817,5,
76,46.79358,17.68561,6,
76,46.7924,17.67831,7,
76,46.78986,17.66712,8,
76,46.78683,17.65189,9,
76,46.78319,17.64506,10,
76,46.78272,17.64471,11,
76,46.78228,17.64514,12,
76,46.78222,17.64636,13,
76,46.78192,17.64678,14,
76,46.781077,17.647968,15,
77,46.781077,17.647968,1,
77,46.78224,17.64636,2,
77,46.78229,17.64524,3,
77,46.78274,17.64464,4,
77,46.78318,17.6449,5,
77,46.78681,17.65181,6,
77,46.79022,17.66893,7,
77,46.79282,17.68054,8,
77,46.79357,17.68586,9,
77,46.79367,17.68816,10,
77,46.79349,17.68955,11,
77,46.79321,17.69035,12,
77,46.79291,17.69062,13,
77,46.792705,17.690994,14,
86,46.792448,17.69115,1,
86,46.79323,17.69029,2,
86,46.79375,17.68928,3,
86,46.7942,17.68943,4,
86,46.80553,17.72801,5,
86,46.81569,17.76562,6,
86,46.81578,17.76708,7,
86,46.81534,17.76794,8,
86,46.81467,17.767513,9,
88,47.026602,18.021412,1,
88,47.02642,18.02155,2,
88,47.02621,18.02157,3,
88,47.02566,18.02146,4,
88,47.02362,18.0208,5,
88,47.01369,18.01818,6,
88,47.00075,18.01441,7,
88,46.9899,17.99967,8,
88,46.98635,17.99486,9,
88,46.98341,17.98742,10,
88,46.98268,17.98293,11,
88,46.98284,17.98078,12,
88,46.983051,17.979698,13,
93,46.757905,17.255978,1,
93,46.74588,17.29207,2,
93,46.74082,17.32846,3,
93,46.74317,17.35335,4,
93,46.75317,17.38751,5,
93,46.78401,17.51046,6,
93,46.78597,17.51025,7,
93,46.787084,17.507613,8,
94,46.787084,17.507613,1,
94,46.78618,17.51024,2,
94,46.78399,17.51127,3,
94,46.78036,17.50099,4,
94,46.76426,17.43147,5,
94,46.74319,17.35364,6,
94,46.74096,17.3324,7,
94,46.74566,17.29326,8,
94,46.757905,17.255978,9,
99,46.787073,17.509071,1,
99,46.78687,17.51021,2,
99,46.78651,17.51052,3,
99,46.78488,17.50984,4,
99,46.78065,17.50229,5,
99,46.77953,17.48774,6,
99,46.78132,17.46594,7,
99,46.78216,17.45501,8,
99,46.78296,17.44643,9,
99,46.783757,17.444634,10,
99,46.783757,17.444634,11,
99,46.7835,17.44498,12,
99,46.78299,17.44511,13,
99,46.78249,17.44478,14,
99,46.78201,17.44352,15,
99,46.78117,17.44115,16,
99,46.77851,17.4344,17,
99,46.7743,17.42358,18,
99,46.76558,17.40126,19,
99,46.75712,17.37914,20,
99,46.7531,17.36884,21,
99,46.75158,17.36231,22,
99,46.75079,17.35905,23,
99,46.75045,17.35738,24,
99,46.75025,17.35654,25,
99,46.75008,17.35615,26,
99,46.74999,17.35587,27,
99,46.75002,17.35569,28,
99,46.750171,17.355737,29,
100,46.750171,17.355737,1,
100,46.72842,17.37055,2,
100,46.71746,17.37798,3,
100,46.7107,17.38283,4,
100,46.71048,17.3829,5,
100,46.7103,17.38275,6,
100,46.70999,17.38228,7,
100,46.70966,17.38203,8,
100,46.70915,17.3819,9,
100,46.70859,17.38184,10,
100,46.70622,17.381575,11,
202,46.855806,17.880541,1,
202,46.86197,17.87947,2,
202,46.88834,17.892666,3,
202,46.88834,17.892666,4,
202,46.89768,17.90393,5,
202,46.917491,17.894521,6,
202,46.917491,17.894521,7,
202,46.91632,17.89567,8,
202,46.91642,17.89687,9,
202,46.91715,17.89728,10,
202,46.93736,17.89378,11,
202,46.95301,17.89825,12,
202,46.952248,17.894697,13,
203,46.952248,17.894697,1,
203,46.9527,17.89688,2,
203,46.93686,17.89672,3,
203,46.91636,17.89732,4,
203,46.9163,17.89543,5,
203,46.917491,17.894521,6,
203,46.917491,17.894521,7,
203,46.91603,17.89575,8,
203,46.89818,17.90407,9,
203,46.88834,17.892666,10,
203,46.88834,17.892666,11,
203,46.85906,17.87994,12,
203,46.855806,17.880541,13,
204,46.917491,17.894521,1,
204,46.91632,17.89567,2,
204,46.91642,17.89687,3,
204,46.91715,17.89728,4,
204,46.93736,17.89378,5,
204,46.95301,17.89825,6,
204,46.952248,17.894697,7,
205,46.952248,17.894697,1,
205,46.9527,17.89688,2,
205,46.93686,17.89672,3,
205,46.91636,17.89732,4,
205,46.9163,17.89543,5,
205,46.917491,17.894521,6,
207,46.908834,18.04617,1,
207,46.91265,18.04286,2,
207,46.91295,18.04176,3,
207,46.91574,17.89557,4,
207,46.917491,17.894521,5,
207,46.917491,17.894521,6,
207,46.89826,17.9046,7,
207,46.88641,17.89061,8,
207,46.86121,17.87936,9,
207,46.855806,17.880541,10,
208,46.855806,17.880541,1,
208,46.86192,17.87907,2,
208,46.8848,17.8911,3,
208,46.88702,17.89464,4,
208,46.89826,17.90393,5,
208,46.917491,17.894521,6,
208,46.917491,17.894521,7,
208,46.91616,17.89556,8,
208,46.91389,18.04038,9,
208,46.91326,18.0416,10,
208,46.91268,18.04282,11,
208,46.908834,18.04617,12,
209,46.951812,17.894916,1,
209,46.91623,17.89599,2,
209,46.917491,17.894521,3,
209,46.917491,17.894521,4,
209,46.91616,17.89556,5,
209,46.91389,18.04038,6,
209,46.91326,18.0416,7,
209,46.91268,18.04282,8,
209,46.908834,18.04617,9,
210,46.908834,18.04617,1,
210,46.91265,18.04286,2,
210,46.91295,18.04176,3,
210,46.91574,17.89557,4,
210,46.917491,17.894521,5,
210,46.917491,17.894521,6,
210,46.91632,17.89567,7,
210,46.91642,17.89687,8,
210,46.91715,17.89728,9,
210,46.93736,17.89378,10,
210,46.95301,17.89825,11,
210,46.952248,17.894697,12,
212,46.908834,18.04617,1,
212,46.91265,18.04286,2,
212,46.91295,18.04176,3,
212,46.91574,17.89557,4,
212,46.917491,17.894521,5,
213,46.917491,17.894521,1,
213,46.91616,17.89556,2,
213,46.91389,18.04038,3,
213,46.91326,18.0416,4,
213,46.91268,18.04282,5,
213,46.908834,18.04617,6,
214,46.908834,18.04617,1,
214,46.91265,18.04286,2,
214,46.91295,18.04176,3,
214,46.91574,17.89557,4,
214,46.917491,17.894521,5,
216,46.757993,17.256498,1,
216,46.74173,17.33242,2,
216,46.74359,17.34813,3,
216,46.750171,17.355737,4,
216,46.750171,17.355737,5,
216,46.72842,17.37055,6,
216,46.71746,17.37798,7,
216,46.7107,17.38283,8,
216,46.71048,17.3829,9,
216,46.7103,17.38275,10,
216,46.70999,17.38228,11,
216,46.70966,17.38203,12,
216,46.70915,17.3819,13,
216,46.70859,17.38184,14,
216,46.70622,17.381575,15,
217,46.70622,17.381575,1,
217,46.70869,17.38184,2,
217,46.70934,17.38192,3,
217,46.70965,17.382,4,
217,46.70996,17.38225,5,
217,46.71027,17.38273,6,
217,46.71042,17.38286,7,
217,46.71059,17.38281,8,
217,46.71098,17.38248,9,
217,46.71499,17.37975,10,
217,46.7185,17.37732,11,
217,46.7292,17.37005,12,
217,46.750171,17.355737,13,
217,46.750171,17.355737,14,
217,46.74352,17.34825,15,
217,46.74178,17.33186,16,
217,46.74322,17.32345,17,
217,46.757993,17.256498,18,
218,46.780507,17.648607,1,
218,46.78065,17.64822,2,
218,46.78227,17.64625,3,
218,46.7823,17.64517,4,
218,46.78278,17.64462,5,
218,46.78319,17.64477,6,
218,46.787,17.65136,7,
218,46.79064,17.66887,8,
218,46.79277,17.67936,9,
218,46.79384,17.68559,10,
218,46.79383,17.68808,11,
218,46.79354,17.68956,12,
218,46.7932,17.69031,13,
218,46.79286,17.69063,14,
218,46.792705,17.690994,15,
218,46.792705,17.690994,16,
218,46.79286,17.69059,17,
218,46.79323,17.69031,18,
218,46.79351,17.68959,19,
218,46.7939,17.68933,20,
218,46.79428,17.68976,21,
218,46.79512,17.69285,22,
218,46.79683,17.69862,23,
218,46.7996,17.70872,24,
218,46.80525,17.72859,25,
218,46.81061,17.74795,26,
218,46.81349,17.7579,27,
218,46.81554,17.76557,28,
218,46.81553,17.76713,29,
218,46.81539,17.76775,30,
218,46.81494,17.76784,31,
218,46.81467,17.767513,32,
218,46.81467,17.767513,33,
218,46.81524,17.7678,34,
218,46.816,17.76686,35,
218,46.8269,17.77368,36,
218,46.84196,17.81179,37,
218,46.86118,17.87848,38,
218,46.856013,17.880358,39,
220,46.856013,17.880358,1,
220,46.86076,17.87853,2,
220,46.84037,17.81053,3,
220,46.82707,17.77365,4,
220,46.81611,17.76674,5,
220,46.81538,17.76794,6,
220,46.81467,17.767513,7,
220,46.81467,17.767513,8,
220,46.81493,17.76786,9,
220,46.81541,17.76786,10,
220,46.81557,17.76733,11,
220,46.81568,17.76553,12,
220,46.81348,17.75737,13,
220,46.81065,17.74759,14,
220,46.80506,17.7277,15,
220,46.79427,17.68966,16,
220,46.7939,17.68931,17,
220,46.79349,17.68958,18,
220,46.79325,17.69028,19,
220,46.79289,17.69056,20,
220,46.792705,17.690994,21,
220,46.792705,17.690994,22,
220,46.79279,17.69066,23,
220,46.79328,17.69019,24,
220,46.7935,17.68937,25,
220,46.79281,17.68156,26,
220,46.78949,17.66445,27,
220,46.78685,17.65147,28,
220,46.78317,17.64477,29,
220,46.78272,17.64477,30,
220,46.78232,17.64525,31,
220,46.78228,17.64622,32,
220,46.78063,17.64819,33,
220,46.780507,17.648607,34,
221,47.026602,18.021412,1,
221,47.02642,18.02155,2,
221,47.02621,18.02157,3,
221,47.02566,18.02146,4,
221,47.02362,18.0208,5,
221,47.01369,18.01818,6,
221,47.00075,18.01441,7,
221,46.9899,17.99967,8,
221,46.98635,17.99486,9,
221,46.98341,17.98742,10,
221,46.98268,17.98293,11,
221,46.98284,17.98078,12,
221,46.983051,17.979698,13,
221,46.983051,17.979698,14,
221,46.98145,17.98059,15,
221,46.97628,17.9729,16,
221,46.95929,17.94591,17,
221,46.9343,17.9114,18,
221,46.91657,17.89642,19,
221,46.917497,17.893693,20,
221,46.917497,17.893693,21,
221,46.91675,17.89577,22,
221,46.94593,17.89774,23,
221,46.952248,17.894697,24,
221,46.952248,17.894697,25,
221,46.95257,17.89685,26,
221,46.9352,17.89487,27,
221,46.91615,17.89642,28,
221,46.917497,17.893693,29,
222,46.917497,17.893693,1,
222,46.91675,17.89577,2,
222,46.94593,17.89774,3,
222,46.952248,17.894697,4,
222,46.952248,17.894697,5,
222,46.95257,17.89685,6,
222,46.9352,17.89487,7,
222,46.91615,17.89642,8,
222,46.917497,17.893693,9,
222,46.917497,17.893693,10,
222,46.9165,17.89609,11,
222,46.92284,17.90154,12,
222,46.93416,17.91175,13,
222,46.95036,17.93437,14,
222,46.98171,17.9814,15,
222,46.983051,17.979698,16,
222,46.983051,17.979698,17,
222,46.98287,17.98081,18,
222,46.98277,17.98289,19,
222,46.9835,17.98757,20,
222,46.98657,17.99486,21,
222,47.00083,18.01443,22,
222,47.01376,18.01811,23,
222,47.02025,18.01981,24,
222,47.02568,18.02142,25,
222,47.02621,18.02155,26,
222,47.02642,18.02155,27,
222,47.026602,18.021412,28,
224,46.908834,18.04617,1,
224,46.909,18.04584,2,
224,46.9093,18.0456,3,
224,46.90996,18.0451,4,
224,46.91116,18.04425,5,
224,46.91259,18.04288,6,
224,46.91562,18.03848,7,
224,46.91822,18.03255,8,
224,46.92486,18.0115,9,
224,46.93344,17.97428,10,
224,46.951812,17.894916,11,
225,46.951812,17.894916,1,
225,46.93316,17.9746,2,
225,46.92458,18.01112,3,
225,46.91789,18.03228,4,
225,46.91529,18.0382,5,
225,46.91256,18.04282,6,
225,46.91113,18.04419,7,
225,46.90987,18.04511,8,
225,46.90898,18.04578,9,
225,46.908834,18.04617,10,
226,46.908834,18.04617,1,
226,46.91265,18.04286,2,
226,46.91295,18.04176,3,
226,46.91574,17.89557,4,
226,46.917491,17.894521,5,
227,46.917491,17.894521,1,
227,46.91616,17.89556,2,
227,46.91389,18.04038,3,
227,46.91326,18.0416,4,
227,46.91268,18.04282,5,
227,46.908834,18.04617,6,
228,46.855806,17.880541,1,
228,46.86158,17.87885,2,
228,46.88279,17.88769,3,
228,46.88725,17.89542,4,
228,46.8987,17.90452,5,
228,46.92508,17.89924,6,
228,46.951812,17.894916,7,
229,46.855878,17.880478,1,
229,46.85624,17.88065,2,
229,46.8572,17.88007,3,
229,46.85763,17.88013,4,
229,46.85832,17.88029,5,
229,46.85948,17.87997,6,
229,46.88894,17.87031,7,
229,46.88894,17.87031,8,
229,46.88859,17.87003,9,
229,46.88814,17.87012,10,
229,46.88676,17.87057,11,
229,46.88188,17.87201,12,
229,46.87258,17.875,13,
229,46.86413,17.87776,14,
229,46.85837,17.88015,15,
229,46.85722,17.88005,16,
229,46.85619,17.88063,17,
229,46.855878,17.880478,18,
230,46.780882,17.648183,1,
230,46.78213,17.64616,2,
230,46.78257,17.64457,3,
230,46.78515,17.59706,4,
230,46.787073,17.509071,5,
231,46.787073,17.509071,1,
231,46.78427,17.58927,2,
231,46.7823,17.64438,3,
231,46.78216,17.64631,4,
231,46.780882,17.648183,5,
232,46.951812,17.894916,1,
232,46.91623,17.89599,2,
232,46.917491,17.894521,3,
232,46.917491,17.894521,4,
232,46.91616,17.89556,5,
232,46.91389,18.04038,6,
232,46.91326,18.0416,7,
232,46.91268,18.04282,8,
232,46.908834,18.04617,9,
233,46.917491,17.894521,1,
233,46.91603,17.89575,2,
233,46.89818,17.90407,3,
233,46.88834,17.892666,4,
233,46.88834,17.892666,5,
233,46.85906,17.87994,6,
233,46.855806,17.880541,7,
234,46.855806,17.880541,1,
234,46.86197,17.87947,2,
234,46.88834,17.892666,3,
234,46.88834,17.892666,4,
234,46.89768,17.90393,5,
234,46.917491,17.894521,6,
235,46.757993,17.256498,1,
235,46.74173,17.33242,2,
235,46.74359,17.34813,3,
235,46.750171,17.355737,4,
235,46.750171,17.355737,5,
235,46.75002,17.35558,6,
235,46.74994,17.35558,7,
235,46.74988,17.35572,8,
235,46.7502,17.35699,9,
235,46.75534,17.36948,10,
235,46.76622,17.38875,11,
235,46.783269,17.422668,12,
235,46.783269,17.422668,13,
235,46.76529,17.39094,14,
235,46.75682,17.37352,15,
235,46.75317,17.36479,16,
235,46.75009,17.35704,17,
235,46.74984,17.3557,18,
235,46.74988,17.35548,19,
235,46.75,17.35549,20,
235,46.750171,17.355737,21,
235,46.750171,17.355737,22,
235,46.74352,17.34825,23,
235,46.74178,17.33186,24,
235,46.74322,17.32345,25,
235,46.757993,17.256498,26,
236,46.908834,18.04617,1,
236,46.91265,18.04286,2,
236,46.91295,18.04176,3,
236,46.91574,17.89557,4,
236,46.917491,17.894521,5,
236,46.917491,17.894521,6,
236,46.91632,17.89567,7,
236,46.91642,17.89687,8,
236,46.91715,17.89728,9,
236,46.93736,17.89378,10,
236,46.95301,17.89825,11,
236,46.952248,17.894697,12,
237,46.787073,17.509071,1,
237,46.78687,17.51021,2,
237,46.78651,17.51052,3,
237,46.78488,17.50984,4,
237,46.78065,17.50229,5,
237,46.77953,17.48774,6,
237,46.78132,17.46594,7,
237,46.78216,17.45501,8,
237,46.78296,17.44643,9,
237,46.783757,17.444634,10,
238,46.783757,17.444634,1,
238,46.78296,17.44643,2,
238,46.78216,17.45501,3,
238,46.78132,17.46594,4,
238,46.77953,17.48774,5,
238,46.78065,17.50229,6,
238,46.78488,17.50984,7,
238,46.78651,17.51052,8,
238,46.78687,17.51021,9,
238,46.787073,17.509071,10,
