shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
40,46.825206,17.62916,1,
40,46.81876,17.62238,2,
40,46.81474,17.59199,3,
40,46.81095,17.57891,4,
40,46.80886,17.57324,5,
40,46.806604,17.571684,6,
40,46.806604,17.571684,7,
40,46.80595,17.5723,8,
40,46.80557,17.57328,9,
40,46.80566,17.57453,10,
40,46.80578,17.5759,11,
40,46.81101,17.5932,12,
40,46.818,17.62285,13,
40,46.825206,17.62916,14,
41,46.917497,17.893693,1,
41,46.9166,17.89484,2,
41,46.91639,17.89574,3,
41,46.91685,17.89628,4,
41,46.9253,17.89594,5,
41,46.947913,17.892913,6,
41,46.947913,17.892913,7,
41,46.93193,17.89457,8,
41,46.92419,17.89554,9,
41,46.91684,17.89621,10,
41,46.91645,17.8958,11,
41,46.91662,17.89471,12,
41,46.917497,17.893693,13,
44,46.952021,17.894434,1,
44,46.95129,17.89465,2,
44,46.95035,17.89395,3,
44,46.94947,17.893,4,
44,46.94529,17.88858,5,
44,46.94072,17.88601,6,
44,46.93612,17.88485,7,
44,46.9316,17.88575,8,
44,46.92706,17.8888,9,
44,46.92225,17.89253,10,
44,46.91931,17.89446,11,
44,46.91812,17.89527,12,
44,46.91753,17.8957,13,
44,46.91728,17.8959,14,
44,46.91718,17.89603,15,
44,46.917166,17.89621,16,
44,46.917166,17.89621,17,
44,46.9173,17.89618,18,
44,46.91752,17.89608,19,
44,46.92487,17.89092,20,
44,46.93178,17.88642,21,
44,46.936,17.8856,22,
44,46.94084,17.8865,23,
44,46.94509,17.88921,24,
44,46.95109,17.89478,25,
44,46.952021,17.894434,26,
45,46.952021,17.894434,1,
45,46.95129,17.89465,2,
45,46.95035,17.89395,3,
45,46.94947,17.893,4,
45,46.94529,17.88858,5,
45,46.94072,17.88601,6,
45,46.93612,17.88485,7,
45,46.9316,17.88575,8,
45,46.92706,17.8888,9,
45,46.92225,17.89253,10,
45,46.91931,17.89446,11,
45,46.91812,17.89527,12,
45,46.91753,17.8957,13,
45,46.91728,17.8959,14,
45,46.91718,17.89603,15,
45,46.917166,17.89621,16,
45,46.917166,17.89621,17,
45,46.9173,17.89618,18,
45,46.91752,17.89608,19,
45,46.92487,17.89092,20,
45,46.93178,17.88642,21,
45,46.936,17.8856,22,
45,46.94084,17.8865,23,
45,46.94509,17.88921,24,
45,46.95109,17.89478,25,
45,46.952021,17.894434,26,
46,46.952021,17.894434,1,
46,46.95129,17.89465,2,
46,46.95035,17.89395,3,
46,46.94947,17.893,4,
46,46.94529,17.88858,5,
46,46.94072,17.88601,6,
46,46.93612,17.88485,7,
46,46.9316,17.88575,8,
46,46.92706,17.8888,9,
46,46.92225,17.89253,10,
46,46.91931,17.89446,11,
46,46.91812,17.89527,12,
46,46.91753,17.8957,13,
46,46.91728,17.8959,14,
46,46.91718,17.89603,15,
46,46.917166,17.89621,16,
46,46.917166,17.89621,17,
46,46.9173,17.89618,18,
46,46.91752,17.89608,19,
46,46.92487,17.89092,20,
46,46.93178,17.88642,21,
46,46.936,17.8856,22,
46,46.94084,17.8865,23,
46,46.94509,17.88921,24,
46,46.95109,17.89478,25,
46,46.952021,17.894434,26,
50,46.983051,17.979698,1,
50,46.98235,17.98114,2,
50,46.98121,17.98161,3,
50,46.97784,17.97852,4,
50,46.97266,17.96822,5,
50,46.9668,17.95582,6,
50,46.96373,17.9496,7,
50,46.962,17.94655,8,
50,46.96129,17.94531,9,
50,46.96112,17.94436,10,
50,46.9612,17.94341,11,
50,46.9612,17.94341,12,
50,46.96203,17.94415,13,
50,46.96238,17.94531,14,
50,46.97122,17.9638,15,
50,46.97626,17.9744,16,
50,46.97822,17.97809,17,
50,46.98127,17.98118,18,
50,46.9822,17.98097,19,
50,46.983051,17.979698,20,
51,46.983051,17.979698,1,
51,46.98235,17.98114,2,
51,46.98121,17.98161,3,
51,46.97784,17.97852,4,
51,46.97266,17.96822,5,
51,46.9668,17.95582,6,
51,46.96373,17.9496,7,
51,46.962,17.94655,8,
51,46.96129,17.94531,9,
51,46.96112,17.94436,10,
51,46.9612,17.94341,11,
51,46.9612,17.94341,12,
51,46.96203,17.94415,13,
51,46.96238,17.94531,14,
51,46.97122,17.9638,15,
51,46.97626,17.9744,16,
51,46.97822,17.97809,17,
51,46.98127,17.98118,18,
51,46.9822,17.98097,19,
51,46.983051,17.979698,20,
52,47.02658,18.02124,1,
52,47.02632,18.0211,2,
52,47.02534,18.02075,3,
52,47.02386,18.02015,4,
52,47.02011,18.01903,5,
52,47.01309,18.01702,6,
52,46.999689,18.012446,7,
52,46.999689,18.012446,8,
52,47.00003,18.0131,9,
52,47.00077,18.01351,10,
52,47.00231,18.01403,11,
52,47.00646,18.01534,12,
52,47.01308,18.01748,13,
52,47.02658,18.02124,14,
53,47.02658,18.02124,1,
53,47.02632,18.0211,2,
53,47.02534,18.02075,3,
53,47.02386,18.02015,4,
53,47.02011,18.01903,5,
53,47.01309,18.01702,6,
53,46.999689,18.012446,7,
53,46.999689,18.012446,8,
53,47.00003,18.0131,9,
53,47.00077,18.01351,10,
53,47.00231,18.01403,11,
53,47.00646,18.01534,12,
53,47.01308,18.01748,13,
53,47.02658,18.02124,14,
54,47.02658,18.02124,1,
54,47.02632,18.0211,2,
54,47.02534,18.02075,3,
54,47.02386,18.02015,4,
54,47.02011,18.01903,5,
54,47.01309,18.01702,6,
54,46.999689,18.012446,7,
54,46.999689,18.012446,8,
54,47.00003,18.0131,9,
54,47.00077,18.01351,10,
54,47.00231,18.01403,11,
54,47.00646,18.01534,12,
54,47.01308,18.01748,13,
54,47.02658,18.02124,14,
55,46.908834,18.04617,1,
55,46.90892,18.04573,2,
55,46.91115,18.04425,3,
55,46.91247,18.04295,4,
55,46.91318,18.04195,5,
55,46.91647,18.04184,6,
55,46.92065,18.04109,7,
55,46.93768,18.03809,8,
55,46.95263,18.03522,9,
55,46.96015,18.03386,10,
55,46.96392,18.03315,11,
55,46.96761,18.03244,12,
55,46.99714,18.02701,13,
55,47.01192,18.02422,14,
55,47.01935,18.02289,15,
55,47.02309,18.02218,16,
55,47.02563,18.02171,17,
55,47.02634,18.02165,18,
55,47.026602,18.021412,19,
56,47.026602,18.021412,1,
56,46.96678,18.03268,2,
56,46.93508,18.03852,3,
56,46.91644,18.04178,4,
56,46.91328,18.04178,5,
56,46.91246,18.04294,6,
56,46.9111,18.04429,7,
56,46.90892,18.04565,8,
56,46.908834,18.04617,9,
57,46.908834,18.04617,1,
57,46.909,18.04584,2,
57,46.9093,18.0456,3,
57,46.90996,18.0451,4,
57,46.91116,18.04425,5,
57,46.91259,18.04288,6,
57,46.91562,18.03848,7,
57,46.91822,18.03255,8,
57,46.92486,18.0115,9,
57,46.93344,17.97428,10,
57,46.951812,17.894916,11,
58,46.951812,17.894916,1,
58,46.93316,17.9746,2,
58,46.92458,18.01112,3,
58,46.91789,18.03228,4,
58,46.91529,18.0382,5,
58,46.91256,18.04282,6,
58,46.91113,18.04419,7,
58,46.90987,18.04511,8,
58,46.90898,18.04578,9,
58,46.908834,18.04617,10,
59,46.908834,18.04617,1,
59,46.909,18.04584,2,
59,46.9093,18.0456,3,
59,46.90996,18.0451,4,
59,46.91116,18.04425,5,
59,46.91259,18.04288,6,
59,46.91562,18.03848,7,
59,46.91822,18.03255,8,
59,46.92486,18.0115,9,
59,46.93344,17.97428,10,
59,46.951812,17.894916,11,
59,46.951812,17.894916,12,
59,46.9253,17.89666,13,
59,46.9168,17.89622,14,
59,46.91644,17.8957,15,
59,46.91659,17.89492,16,
59,46.917597,17.894344,17,
60,46.908834,18.04617,1,
60,46.909,18.04584,2,
60,46.9093,18.0456,3,
60,46.90996,18.0451,4,
60,46.91116,18.04425,5,
60,46.91259,18.04288,6,
60,46.91562,18.03848,7,
60,46.91822,18.03255,8,
60,46.92486,18.0115,9,
60,46.93344,17.97428,10,
60,46.951812,17.894916,11,
61,46.917597,17.894344,1,
61,46.91662,17.89496,2,
61,46.91646,17.89569,3,
61,46.91685,17.89627,4,
61,46.92051,17.8963,5,
61,46.92536,17.89645,6,
61,46.93466,17.89583,7,
61,46.951812,17.894916,8,
61,46.951812,17.894916,9,
61,46.93316,17.9746,10,
61,46.92458,18.01112,11,
61,46.91789,18.03228,12,
61,46.91529,18.0382,13,
61,46.91256,18.04282,14,
61,46.91113,18.04419,15,
61,46.90987,18.04511,16,
61,46.90898,18.04578,17,
61,46.908834,18.04617,18,
62,46.951812,17.894916,1,
62,46.93316,17.9746,2,
62,46.92458,18.01112,3,
62,46.91789,18.03228,4,
